Date,Close
27/01/2015,74.15
28/01/2015,73.26
29/01/2015,75.95
30/01/2015,75.97
02/02/2015,75.08
03/02/2015,75.95
04/02/2015,77.98
05/02/2015,80.41
06/02/2015,81.68
09/02/2015,80.07
10/02/2015,80.52
11/02/2015,80.92
12/02/2015,81.88
13/02/2015,81.22
17/02/2015,79.74
18/02/2015,80.52
19/02/2015,79.56
20/02/2015,78.97
23/02/2015,80.07
24/02/2015,80.1
25/02/2015,79.83
26/02/2015,80.93
27/02/2015,79.59
02/03/2015,80.86
03/03/2015,80.27
04/03/2015,83.79
05/03/2015,86.01
06/03/2015,84.21
09/03/2015,85.27
10/03/2015,84.56
11/03/2015,85.71
12/03/2015,86
13/03/2015,85.5
16/03/2015,86.03
17/03/2015,86.67
18/03/2015,86.9
19/03/2015,87.31
20/03/2015,88.8
23/03/2015,86.93
24/03/2015,85.81
25/03/2015,83.09
26/03/2015,83.49
27/03/2015,83.98
30/03/2015,86.47
31/03/2015,82.9
01/04/2015,82.87
02/04/2015,84.52
06/04/2015,85.43
07/04/2015,86.01
08/04/2015,87.5
09/04/2015,87.27
10/04/2015,88.07
13/04/2015,88.15
14/04/2015,89.3
15/04/2015,88.57
16/04/2015,89.79
17/04/2015,87.31
20/04/2015,88.72
21/04/2015,90.01
22/04/2015,88.66
23/04/2015,88.7
24/04/2015,87.93
27/04/2015,87.84
28/04/2015,89.84
29/04/2015,89.06
30/04/2015,85.85
01/05/2015,84.96
04/05/2015,84.98
05/05/2015,83.3
06/05/2015,83.9
07/05/2015,85.02
08/05/2015,84.67
11/05/2015,86.07
12/05/2015,86.02
13/05/2015,86.07
14/05/2015,87.27
15/05/2015,87.49
18/05/2015,89.1
19/05/2015,88.68
20/05/2015,88.36
21/05/2015,88
22/05/2015,87.72
26/05/2015,86.56
27/05/2015,89.23
28/05/2015,89.02
29/05/2015,88.45
01/06/2015,88.96
02/06/2015,88.49
03/06/2015,87.89
04/06/2015,86.49
05/06/2015,86.65
08/06/2015,86.28
09/06/2015,85.39
10/06/2015,86.57
11/06/2015,86.68
12/06/2015,86.31
15/06/2015,86.99
16/06/2015,87.3
17/06/2015,88.71
18/06/2015,89.21
19/06/2015,91.51
22/06/2015,95.27
23/06/2015,96.2
24/06/2015,97.25
25/06/2015,97.34
26/06/2015,96.86
29/06/2015,92.32
30/06/2015,92.77
01/07/2015,94.76
02/07/2015,94.49
06/07/2015,96.87
07/07/2015,97.47
08/07/2015,97.78
09/07/2015,99.62
10/07/2015,103.28
13/07/2015,101.74
14/07/2015,100.91
15/07/2015,99.88
16/07/2015,101.5
17/07/2015,101.31
20/07/2015,100.94
21/07/2015,100.22
22/07/2015,97.95
23/07/2015,97.95
24/07/2015,96.54
27/07/2015,97.95
28/07/2015,97.66
29/07/2015,98.16
30/07/2015,97.07
31/07/2015,97.8
03/08/2015,97.92
04/08/2015,96.96
05/08/2015,99.25
06/08/2015,97.93
07/08/2015,97.57
10/08/2015,97.41
11/08/2015,96.16
12/08/2015,95.37
13/08/2015,94.54
14/08/2015,96.38
17/08/2015,97.53
18/08/2015,97.49
19/08/2015,98.06
20/08/2015,96.57
21/08/2015,93.96
24/08/2015,89.61
25/08/2015,88.91
26/08/2015,90.97
27/08/2015,91.83
28/08/2015,91.45
31/08/2015,90.42
01/09/2015,91.71
02/09/2015,96.63
03/09/2015,96.2
04/09/2015,94.85
08/09/2015,96.5
09/09/2015,96.62
10/09/2015,97.14
11/09/2015,97.35
14/09/2015,96.96
15/09/2015,97.3
16/09/2015,97.5
17/09/2015,96.5
18/09/2015,96.32
21/09/2015,97.04
22/09/2015,95.92
23/09/2015,98.99
24/09/2015,97.15
25/09/2015,99.52
28/09/2015,94.7
29/09/2015,90.82
30/09/2015,92.88
01/10/2015,94.02
02/10/2015,95.01
05/10/2015,96.93
06/10/2015,93.33
07/10/2015,94.84
08/10/2015,95.5
09/10/2015,94.7
12/10/2015,96.96
13/10/2015,94.56
14/10/2015,94.24
15/10/2015,96.5
16/10/2015,96.73
19/10/2015,95.94
20/10/2015,96.1
21/10/2015,86.86
22/10/2015,89.55
23/10/2015,90.01
26/10/2015,95.86
27/10/2015,95.26
28/10/2015,100.2
29/10/2015,102.89
30/10/2015,101.31
02/11/2015,99
03/11/2015,98.88
04/11/2015,98.55
05/11/2015,98.98
06/11/2015,99.82
09/11/2015,99.16
10/11/2015,99.97
11/11/2015,101.18
12/11/2015,100.01
13/11/2015,98.58
16/11/2015,100.75
17/11/2015,101.73
18/11/2015,103.61
19/11/2015,103.49
20/11/2015,106.68
23/11/2015,107.35
24/11/2015,105.2
25/11/2015,106
27/11/2015,107.66
30/11/2015,106.78
01/12/2015,106.7
02/12/2015,106.44
03/12/2015,109.5
04/12/2015,113.88
07/12/2015,113.56
08/12/2015,112.92
09/12/2015,109.51
10/12/2015,109.18
11/12/2015,106.65
14/12/2015,108.27
15/12/2015,108
16/12/2015,109.22
17/12/2015,107.92
18/12/2015,104.88
21/12/2015,105.62
22/12/2015,104.8
23/12/2015,104.76
24/12/2015,111.13
28/12/2015,112.7
29/12/2015,114.24
30/12/2015,112.96
31/12/2015,111.59
04/01/2016,109.28
05/01/2016,110.09
06/01/2016,108.76
07/01/2016,107.06
08/01/2016,105.73
11/01/2016,106.52
12/01/2016,106.28
13/01/2016,102.9
14/01/2016,104.44
15/01/2016,101.77
19/01/2016,102.38
20/01/2016,103.31
21/01/2016,101.91
22/01/2016,103.3
25/01/2016,101.97
26/01/2016,104.38
27/01/2016,108.28
28/01/2016,111.97
29/01/2016,116.23
01/02/2016,115.76
02/02/2016,114.63
03/02/2016,113.84
